,comment,date
142,"🎬 ""My Dear Loser Series: Monster Romance"" 😍😍⁣⁣
.⁣⁣
.⁣⁣
🎬 YANG UDAH NONTON GIMANA PENDAPATNYA? WRITE ON COMMENTS⁣⁣
❤ TAG SAHABAT KAMU UNTUK JOIN BARENG DISINI.⁣⁣
JANGAN LUPA TURN ON NOTIFICATIONS ❤⁣⁣
.⁣⁣
.⁣⁣
.⁣⁣
.⁣⁣
.⁣⁣
#indokdrama #송중기 #송혜교 #본방사수는나의길 #thewindblows #kdramaseries #leesieon #deathsong #hanhyojoo #jingoo #dojiwon #아스달연대기 #장동건 #태양의후예 #jangdonggun #asadalchronicles #arthdalchronicles #은섬 #宋仲基 #김옥빈 #토일드라마 #kdramafever #kdramaworld #dramakorean #loveaffairsintheafternoon#absoluteboyfriend",
143,"Photo by 🤍韓ﾄﾞﾗ❕ on May 04, 2020. 이미지: 사람 2명, 서 있는 사람들, 문구: 'KBS2TV 수목드라마 슈츠'.","May 04, 2020"
144,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 27, 2020. 이미지: 사람 3명, 문구: 'Series Arthdal Chronicles (2019-) 80 min Drama, Fantasy, History Episode Guide Arthdal Chronicles depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes, their struggle, unity and love of people living in a virtual land called Arth. 이스타 2 Add to Watchlist 8,3/10 1.804 Rate Critic Reviews'.","April 27, 2020"
145,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 02, 2020 tagging @kimokvin. 이미지: 사람 1명 이상.","May 02, 2020"
146,"Photo by EvesPhotoPlus on February 24, 2020. 이미지: 사람 6명, 서 있는 사람들, 신발.","February 24, 2020"
147,"~ Miss them!!♥️
Behind the scene // Episode 18.
See you next season 2 of Arthdal Chronicles",
148,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 08, 2020 tagging @kimokvin, @netflix, @netflixkr, @geewonii, and @tvndrama.official. 이미지: 사람 9명.","June 08, 2020"
149,"dih... ngeselin 🤧🤧🤧🤧
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #drakor #drakorindo #bias #mbcdrama#mbc #viral",
150,"Photo by beautiful_love on August 16, 2020. 이미지: 사람 13명.","August 16, 2020"
151,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 15, 2020 tagging @arthdalchronicles, @arthdalchroniclesofficial, @arthdalchroniclesfp, and @arthdalchronicles_indo. 이미지: 사람 1명, 실외.","June 15, 2020"
152,영화 '7년의 밤',
153,"Photo by 뽀롱뽀롱 끄적끄적 on June 18, 2020. 이미지: 자동차, 실외.","June 18, 2020"
154,동건이가 엄마 목소리를 들었을때😝 #soundon,
155,"Photo by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 13, 2020. 이미지: 구름, 하늘, 풀밭, 실외, 자연.","March 13, 2020"
156,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on March 23, 2020 tagging @younha_holic, @geewonii, and @sunwoojunga_official. 이미지: 사람 2명, 문구: 'YOUNHA @kim_g gwnii 基 一 #매직스트 트로베리 사운드 #선우정아 선우정아 SWJA '도망가자 (Run With MV (oficial) 303rb xditonton bulanlalu 10rb 61 Bagikan Download Simpan'.","March 23, 2020"
157,"Photo by 동규 on June 14, 2020. 이미지: 사람 1명 이상, 앉아 있는 사람들, 식물, 나무, 꽃, 어린이, 실외.","June 14, 2020"
158,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 30, 2020 tagging @netflix, @salt_ent, @netflixbrasil, @netflixkr, and @geewonii. 이미지: 사람 1명 이상.","April 30, 2020"
159,"Taegukgi: The Brotherhood of War/태극기 휘날리며 (2004) Directed by Kang Je-gyu.

Jin-tae (Jang Dong-gun) is soon to be married to his fiancee (Lee Eun-ju) and works hard to make a living for his family on Jongno Street in Seoul. Despite his hard life, he is always positive. Jin-tae's brother, Jin-seok (Won-bin), though weak with a heart condition, does what he can for his family and is about to take his college entrance exam. One day in June the brothers are with their family going about their daily lives when it is announced that war has broken out on the Korean peninsula. When Jin-tae finds out that his brother as been drafted and taken aboard a military train, he goes after him. A fight between Jin-tae and the military breaks out after he tries to rescue his brother and he too gets drafted. What follows is a determined Jin-tae, risking his life on the front line, to the extreme, in order to win the favour of his commanders so that in return they may send his brother home. However, the more brutal Jin-tae becomes to do what he deems necessary to help his brother, the more his brother starts to hate him, for what he has become. Things take a turn for the worse for Jin-tae, when the country he has so valiently fought for ends up betraying him. 
Influenced somewhat by 'Saving Private Ryan'  Taegukgi tells a story of two brothers caught in a war. However, I think Taegukgi is a much better film. With a really good story and some great acting It definitely deserves to be credited as one of the best Korean films ever made, and it is one of the best I have ever seen. Highly recommend.

#taegukgi #태극기 #택극기휘날리며 #kangjegyu #강제규 #장동건 #jangdonggun #wonbin #원빈 #이은주 #leeeunju #konghyunjin #공현진 #이영란 #koreanwar #한국전쟁 #KoreanFilm #KoreanCinema  #한국영화 #bluray #dvd #physicalmedia #AsianCinem #SouthKorea #Korea #warfilm #TaegukgiTheBrotherHoodofWar",
160,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on May 29, 2020 tagging @salt_ent, @geewonii, and @actor_jingoo. 이미지: 사람 1명.","May 29, 2020"
161,"Photo by Evejin on June 19, 2020. 이미지: 사람 1명, 근접 촬영.","June 19, 2020"
162,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on April 19, 2020 tagging @upjerb. 이미지: 사람 2명, 근접 촬영, 문구: 'IG I ARTHDALCHRONICLES IC CHRON ES'.","April 19, 2020"
163,싸우지마😅 #친구#복수#싸움#장동건#유오성,
164,"~ Tagon & Taealha 
Don't mess with Taealha Tagon 😒
🎥 @kimokvin_fan_id",
165,"Photo by @___w_kk_wn on July 04, 2020. 이미지: 실내.","July 04, 2020"
166,"Photo by 📣Before Account Songsong0723 on February 13, 2020. 이미지: 사람 1명, 서 있음.","February 13, 2020"
167,"Photo by 웨딩앤 전빛나주임 on September 09, 2020. 이미지: 사람 3명, 결혼식.","September 09, 2020"
168,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 17, 2020 tagging @kimokvin, @salt_ent, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 4명, 셀카, 근접 촬영.","May 17, 2020"
169,"🌹
-

내겐 너무나도 아름답던 사랑 항상 푸를테니까 영원히
나 여전히 내 남은 사랑을 믿지만 
흐르는 세월이 그대를 하얗게 지울까 두려워
차마 나 그렇게 그댈 잃고 싶지 않지만 
혹시 그럴까봐 두려워 나를 지우려해 
아직 선명한 그대 목소리와 향기
모두 간직한 채 떠나가기 전에 머물 수 있다면
그댈 잃지 않겠지 영원히 그댈 사랑해 
_

#구본승 #장동건 #인기가요 #풍경
#1998 #1998년 #90s #90sstyle #90smusic 
#사랑ost #띵곡#명곡#음스타그램 #music 
#kpop #노래추천 #retro #playlist #instamusic 
#뮤직스타그램 #음악스타그램 #노래스타그램 #_구본승 #_장동건",
170,"여친 보다 마누라보다 중요한 목숨 과도 같은 마지막 승부의 현장

여자들아 잘 들어라.

남친이 혹은 남편이 게임 중에 전화를 받거나, 카톡 답장을 해준다는 건 

정말 래알 찐 사랑이다. 그 남자 꽉 잡아라!

#신사의품격 #스타크래프트 #스타크래프트2 #프롤로그 #김도진 #최윤 #임태산 #이정록 #특별출연 #이름만출연 #전지현 #임요한 #장동건 #김민종 #김수로 #이종혁 #with #홍세라 #윤세아 #박민숙 #김정난 #전화기로출연🤣",
171,"Photo by ARTHDAL CHRONICLES 아스달연대기 on March 01, 2020. 이미지: 사람 1명.","March 01, 2020"
172,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 09, 2020 tagging @kimokvin. 이미지: 사람 1명, 근접 촬영.","June 09, 2020"
173,"Photo by Hyun-Gu Kang on September 05, 2020. 이미지: 사람 5명.","September 05, 2020"
174,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 04, 2020 tagging @salt_ent, @geewonii, and @theswoonnetflix. 이미지: 사람 2명, 문구: 'YouTube THE SWOON ACTING SPECTRUM Choose your favorite Kim Ji-won [ENG SUB] IG ARTHDALCHRONICLES'.","July 04, 2020"
175,"2012년에 방영했던 sbs드라마  #신사의품격 에 윤세아 배우님 스윙 디렉팅 해드리러 갔다가 첫장면이랑 중간중간 선수배역으로 출연 부탁하셔서 얼떨결에 찍었던 방송 🤣
덕분에 사랑하는 은수언니 @hwangdoli 도 만나고
뜻깊은 경험이였어요 ㅎㅎㅎ 
지금보니 빨간색 바지가 강렬하네요 ㅋㅋㅋ🤭
동생이 찾아온 영상 재밌어서 클립 업로드 ❤
.
.
.
.
#장동건 #김민종 #김수로 #이종혁 #윤세아 #황은수 #김주미프로 #sbs드라마 
#golf #klpga #ootd #instagram #daily #golfwear #dailylook #데일리룩 #골프선수 #골프 #프로골퍼 #명랑골프  #운동선수 #골프치는여자 #일상 #운동 #좋아요 #팔로우 #데일리 #소통 #골프스타그램",
176,"Photo by allabouteve.kdrama on August 27, 2020. 이미지: 사람 1명, 문구: 'owh, sama gitu...pulang Woo Jin @allabouteve.kdrama kdrama @allabouteve'.","August 27, 2020"
177,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on June 02, 2020 tagging @salt_ent, and @geewonii. 이미지: 사람 1명, 근접 촬영.","June 02, 2020"
178,"Photo by Megumi Katsumata on August 09, 2020. 이미지: 사람 1명.","August 09, 2020"
179,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on September 07, 2020 tagging @netflix, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 1명.","September 07, 2020"
180,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 20, 2020 tagging @kimokvin, @salt_ent, @geewonii, and @historydnc. 이미지: 사람 1명 이상, 근접 촬영.","July 20, 2020"
181,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on April 11, 2020 tagging @geewonii. 이미지: 음식.","April 11, 2020"
182,"Photo by 柏 on August 01, 2019. 사진 설명이 없습니다..","August 01, 2019"
183,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 07, 2020 tagging @s.jongho, @netflixkr, and @upjerb. 이미지: 사람 2명, 텍스트.","July 07, 2020"
184,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on March 06, 2020 tagging @netflix, @tvn_joy, @netflixkr, and @tvndrama.official. 이미지: 문구: 'Saya & Tanya Eunseom & Tanya ਨ b8 Arthdal Chronicles Fans'.","March 06, 2020"
185,"Photo by Hyeok Joong __ Kim on June 08, 2020. 이미지: 사람 3명, 서 있는 사람들, 문구: '누구도 건드릴 수 없는 놈이 북에서 넘어왔다 대 O 마 피'.","June 08, 2020"
186,"Photo by 비단 채 예쁠 아, 이채아🍑 in 싸움의 고수. 이미지: 사람 1명 이상, 앉아 있는 사람들.",
187,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 24, 2020 tagging @netflix, @netflixkr, and @tvndrama.official. 이미지: 사람 12명.","May 24, 2020"
188,"Photo by ᗩ_ᔕ_ᗯ__KIᗰᗰY on May 30, 2020. 이미지: 사람 2명, 줄무늬, 안경, 어린이.","May 30, 2020"
189,"Photo by Korean Film Shots on June 14, 2020. 이미지: 사람 1명.","June 14, 2020"
190,"Photo shared by 이재승 on April 01, 2020 tagging @leeeunsu__. 이미지: 사람 1명, 서 있음, 나무, 어린이, 신발, 하늘, 실외.","April 01, 2020"
191,"Photo shared by ARTHDAL CHRONICLES INDONESIA on June 27, 2020 tagging @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 2명, 서 있는 사람들.","June 27, 2020"
192,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on July 06, 2020 tagging @kimokvin, @netflixkr, @tvndrama.official, and @historydnc. 이미지: 사람 4명, 텍스트.","July 06, 2020"
193,"Photo shared by 김지원 | Kim Ji Won Indonesia on May 21, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음, 문구: 'BAZAAR'.","May 21, 2020"
194,"Photo by 김동근 on February 08, 2020. 이미지: 사람 1명, 서 있음, 실외.","February 08, 2020"
195,"Photo by 📣Before Account Songsong0723 on February 13, 2020. 이미지: 사람 1명.","February 13, 2020"
196,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on June 14, 2020 tagging @pleoent. 이미지: 사람 2명, 문구: 'ត HAPPY 44TH BIRTHDAY PARK HAE JOON'.","June 14, 2020"
197,"Photo shared by 김지원 🌸 딩원~❤ KIM JI WON ❤ on April 16, 2020 tagging @geewonii. 이미지: 사람 1명, 문구: '당신께. 금은 스 Grood BASE 국베이스 홍삼담은 삼담은석 석류 석류'.","April 16, 2020"
198,"불펌금지🤍
#MBC드라마 #이브의모든것OST #핑클 #2000년 #장동건 #채림
-
#MBC이브의모든것 #mbcdrama #엠비씨드라마 #드라마OST #이효리 #이진 #옥주현 #성유리 #그룹핑클",
199,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on August 02, 2020 tagging @kimokvin, @netflixkr, @geewonii, @tvndrama.official, and @historydnc. 이미지: 사람 1명, 근접 촬영.","August 02, 2020"
200,"Photo shared by ARTHDAL CHRONICLES INDONESIA on July 20, 2020 tagging @gobogyeol, @arthdalchronicles, and @arthdalchroniclesofficial. 이미지: 사람 1명.","July 20, 2020"
201,"@geewonii Support Message on MBC Radio, SALT Ent Channel V Live App & YouTube [PART 2]
• https://youtu.be/rKGb3BuQG1w
_
#김지원 #KimJiWon #geewonii #金智媛 #キムジウォン #태양의후예 #쌈마이웨이 #decendantsofthesun #fightformyway #아스달연대기 #ArthdalChronicles #상속자들 #theheirs #미스터션샤인 #mrsunshine #송중기 #장동건 #박서준 #parkseojoon #seowoncouple #songjoongki #김옥빈 #goowoncouple",
202,"yahh, di bohongin kan sama Sunmi😣😣😣😣
.
.
.
#장동건 #박채림 #이브의모든것 
#張東健 #朴蔡琳
 #allabouteve #allaboutevekdrama #jangdonggun #chaerim #mbckorea #korea #kdrama #koreandrama #kdramascenes #happy #couple#together #drakor #drakorindo #bias #mbcdrama#mbc #viral",
203,"Photo by Hoo n InnTV on April 14, 2020. 이미지: 사람 2명, 서 있는 사람들.","April 14, 2020"
204,"Photo shared by 김지원 | Kim Ji Won Indonesia on May 06, 2020 tagging @geewonii. 이미지: 사람 1명, 서 있음, 문구: '연기 2013 SBS DRAMA AWARDS- DECEMBER 31, 2013 대상 New Star Award("" ""The Heirs"")'.","May 06, 2020"
205,"Photo by 📣Before Account Songsong0723 on March 07, 2020. 이미지: 사람 1명 이상.","March 07, 2020"
206,"#Arthdal_Chronicles #ArthdalChronicles #아스달_연대기 #아스달연대기 #SongJoongki #Song_Joongki #송중기 #송_중기 #KimJiwon #Kim_Jiwon #김지원 #김_지원 #JangDonggun #Jang_Donggun #장동건 #장_동건 #KimOkvin #Kim_Okvin #김옥빈 #김_옥빈
#kdrama #k_drama
2019",
207,"Taegukgi: The Brotherhood of War/태극기 휘날리며 (2004) Directed by Kang Je-gyu.

Jin-tae (Jang Dong-gun) is soon to be married to his fiancee (Lee Eun-ju) and works hard to make a living for his family on Jongno Street in Seoul. Despite his hard life, he is always positive. Jin-tae's brother, Jin-seok (Won-bin), though weak with a heart condition, does what he can for his family and is about to take his college entrance exam. One day in June the brothers are with their family going about their daily lives when it is announced that war has broken out on the Korean peninsula. When Jin-tae finds out that his brother as been drafted and taken aboard a military train, he goes after him. A fight between Jin-tae and the military breaks out after he tries to rescue his brother and he too gets drafted. What follows is a determined Jin-tae, risking his life on the front line, to the extreme, in order to win the favour of his commanders so that in return they may send his brother home. However, the more brutal Jin-tae becomes to do what he deems necessary to help his brother, the more his brother starts to hate him, for what he has become. Things take a turn for the worse for Jin-tae, when the country he has so valiently fought for ends up betraying him. 
Influenced somewhat by 'Saving Private Ryan'  Taegukgi tells a story of two brothers caught in a war. However, I think Taegukgi is a much better film. With a really good story and some great acting It definitely deserves to be credited as one of the best Korean films ever made, and it is one of the best I have ever seen. Highly recommend.

#taegukgi #태극기 #택극기휘날리며 #kangjegyu #강제규 #장동건 #jangdonggun #wonbin #원빈 #이은주 #leeeunju #konghyunjin #공현진 #이영란 #koreanwar #한국전쟁 #KoreanFilm #KoreanCinema  #한국영화 #bluray #AsianCinem #SouthKorea #Korea #warfilm #TaegukgiTheBrotherHoodofWar #dvd #boxset #physicalmedia",
208,"Photo shared by ARTHDAL CHRONICLES 𝒐𝒏𝒍𝒚 on May 17, 2020 tagging @teoyoo, @netflixkr, @geewonii, @tvndrama.official, and @hwanghee1018. 이미지: 사람 6명, 문구: 'EUNSEOM TANYA MOOGWANG RAGAZ TAGON IG I ARTHDALCHRONILES SAYA'.","May 17, 2020"
